Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2005","2005","100 g/ha","22410","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2006","2006","100 g/ha","20684","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2007","2007","100 g/ha","19985","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2008","2008","100 g/ha","19402","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2009","2009","100 g/ha","26285","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2010","2010","100 g/ha","21674","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2011","2011","100 g/ha","21445","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2012","2012","100 g/ha","16751","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2013","2013","100 g/ha","23654","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2014","2014","100 g/ha","16893","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2015","2015","100 g/ha","23701","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2016","2016","100 g/ha","24461","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2017","2017","100 g/ha","24053","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2018","2018","100 g/ha","24268","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2019","2019","100 g/ha","25093","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2020","2020","100 g/ha","25465","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5419","Yield","15","Wheat","2021","2021","100 g/ha","14531","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1961","1961","100 g/ha","12273","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1962","1962","100 g/ha","12321","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1963","1963","100 g/ha","12284","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1964","1964","100 g/ha","12257","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1965","1965","100 g/ha","12600","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1966","1966","100 g/ha","12458","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1967","1967","100 g/ha","12619","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1968","1968","100 g/ha","10661","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1969","1969","100 g/ha","11196","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1970","1970","100 g/ha","11733","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1971","1971","100 g/ha","8466","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1972","1972","100 g/ha","9332","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1973","1973","100 g/ha","12045","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1974","1974","100 g/ha","11258","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1975","1975","100 g/ha","11375","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1976","1976","100 g/ha","11778","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1977","1977","100 g/ha","10390","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1978","1978","100 g/ha","11199","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1979","1979","100 g/ha","11658","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1980","1980","100 g/ha","11993","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1981","1981","100 g/ha","12180","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1982","1982","100 g/ha","13152","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1983","1983","100 g/ha","13572","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1984","1984","100 g/ha","13433","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1985","1985","100 g/ha","11811","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1986","1986","100 g/ha","12386","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1987","1987","100 g/ha","13091","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1988","1988","100 g/ha","12478","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1989","1989","100 g/ha","13851","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1990","1990","100 g/ha","14149","E","Estimated value",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1991","1991","100 g/ha","14103","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1992","1992","100 g/ha","13338","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1993","1993","100 g/ha","12460","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1994","1994","100 g/ha","14704","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1995","1995","100 g/ha","14416","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1996","1996","100 g/ha","15500","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1997","1997","100 g/ha","16072","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1998","1998","100 g/ha","15463","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","1999","1999","100 g/ha","16955","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2000","2000","100 g/ha","17931","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2001","2001","100 g/ha","18063","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2002","2002","100 g/ha","18859","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2003","2003","100 g/ha","20092","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2004","2004","100 g/ha","20873","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2005","2005","100 g/ha","21344","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2006","2006","100 g/ha","20745","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2007","2007","100 g/ha","21563","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2008","2008","100 g/ha","22252","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2009","2009","100 g/ha","19338","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2010","2010","100 g/ha","21289","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2011","2011","100 g/ha","22747","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2012","2012","100 g/ha","24123","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2013","2013","100 g/ha","22902","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2014","2014","100 g/ha","24960","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2015","2015","100 g/ha","25914","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2016","2016","100 g/ha","23288","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2017","2017","100 g/ha","25538","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2018","2018","100 g/ha","27573","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2019","2019","100 g/ha","28490","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2020","2020","100 g/ha","30887","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5419","Yield","15","Wheat","2021","2021","100 g/ha","29917","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1961","1961","100 g/ha","8222","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1962","1962","100 g/ha","8178","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1963","1963","100 g/ha","8303","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1964","1964","100 g/ha","8292","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1965","1965","100 g/ha","8631","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1966","1966","100 g/ha","7597","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1967","1967","100 g/ha","8110","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1968","1968","100 g/ha","10727","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1969","1969","100 g/ha","10744","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1970","1970","100 g/ha","11710","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1971","1971","100 g/ha","10833","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1972","1972","100 g/ha","11887","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1973","1973","100 g/ha","12465","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1974","1974","100 g/ha","12480","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1975","1975","100 g/ha","13202","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1976","1976","100 g/ha","14222","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1977","1977","100 g/ha","14310","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1978","1978","100 g/ha","13156","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1979","1979","100 g/ha","14879","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1980","1980","100 g/ha","15680","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1981","1981","100 g/ha","16431","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1982","1982","100 g/ha","15651","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1983","1983","100 g/ha","16781","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1984","1984","100 g/ha","14819","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1985","1985","100 g/ha","16123","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1986","1986","100 g/ha","18806","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1987","1987","100 g/ha","15593","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1988","1988","100 g/ha","17343","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1989","1989","100 g/ha","18655","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1990","1990","100 g/ha","18249","E","Estimated value",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1991","1991","100 g/ha","18410","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1992","1992","100 g/ha","19910","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1993","1993","100 g/ha","19466","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1994","1994","100 g/ha","18935","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1995","1995","100 g/ha","20811","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1996","1996","100 g/ha","20184","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1997","1997","100 g/ha","20533","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1998","1998","100 g/ha","22376","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","1999","1999","100 g/ha","21698","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2000","2000","100 g/ha","24907","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2001","2001","100 g/ha","23254","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2002","2002","100 g/ha","22621","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2003","2003","100 g/ha","23878","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2004","2004","100 g/ha","23733","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2005","2005","100 g/ha","25858","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2006","2006","100 g/ha","25186","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2007","2007","100 g/ha","27156","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2008","2008","100 g/ha","24514","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2009","2009","100 g/ha","26568","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2010","2010","100 g/ha","25528","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2011","2011","100 g/ha","28328","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2012","2012","100 g/ha","27138","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2013","2013","100 g/ha","27957","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2014","2014","100 g/ha","28241","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2015","2015","100 g/ha","27256","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2016","2016","100 g/ha","27790","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2017","2017","100 g/ha","29729","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2018","2018","100 g/ha","28505","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2019","2019","100 g/ha","28059","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2020","2020","100 g/ha","28675","A","Official figure",""
"QCL","Crops and livestock products","586","Pakistan","5419","Yield","15","Wheat","2021","2021","100 g/ha","29956","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1992","1992","100 g/ha","9073","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1993","1993","100 g/ha","8513","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1994","1994","100 g/ha","8409","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1995","1995","100 g/ha","8882","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1996","1996","100 g/ha","8566","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1997","1997","100 g/ha","12687","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1998","1998","100 g/ha","11448","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","1999","1999","100 g/ha","11486","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2000","2000","100 g/ha","11839","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2001","2001","100 g/ha","13098","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2002","2002","100 g/ha","17898","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2003","2003","100 g/ha","19716","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2004","2004","100 g/ha","19897","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2005","2005","100 g/ha","19603","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2006","2006","100 g/ha","19967","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2007","2007","100 g/ha","23500","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2008","2008","100 g/ha","19866","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2009","2009","100 g/ha","30343","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2010","2010","100 g/ha","30159","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2011","2011","100 g/ha","23359","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2012","2012","100 g/ha","26758","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2013","2013","100 g/ha","29735","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2014","2014","100 g/ha","29680","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2015","2015","100 g/ha","30320","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2016","2016","100 g/ha","30828","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2017","2017","100 g/ha","31471","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2018","2018","100 g/ha","30483","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2019","2019","100 g/ha","31705","A","Official figure",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2020","2020","100 g/ha","31520","E","Estimated value",""
"QCL","Crops and livestock products","762","Tajikistan","5419","Yield","15","Wheat","2021","2021","100 g/ha","31010","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1992","1992","100 g/ha","19137","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1993","1993","100 g/ha","19577","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1994","1994","100 g/ha","25763","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1995","1995","100 g/ha","15904","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1996","1996","100 g/ha","7759","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1997","1997","100 g/ha","14252","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1998","1998","100 g/ha","24904","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","1999","1999","100 g/ha","25097","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2000","2000","100 g/ha","24143","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2001","2001","100 g/ha","25143","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2002","2002","100 g/ha","31863","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2003","2003","100 g/ha","29259","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2004","2004","100 g/ha","31707","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2005","2005","100 g/ha","31489","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2006","2006","100 g/ha","35243","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2007","2007","100 g/ha","13000","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2008","2008","100 g/ha","11000","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2009","2009","100 g/ha","16000","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2010","2010","100 g/ha","17000","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2011","2011","100 g/ha","13619","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2012","2012","100 g/ha","12563","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2013","2013","100 g/ha","11954","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2014","2014","100 g/ha","12632","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2015","2015","100 g/ha","12206","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2016","2016","100 g/ha","14756","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2017","2017","100 g/ha","11100","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2018","2018","100 g/ha","16036","E","Estimated value",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2019","2019","100 g/ha","21726","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2020","2020","100 g/ha","21415","A","Official figure",""
"QCL","Crops and livestock products","795","Turkmenistan","5419","Yield","15","Wheat","2021","2021","100 g/ha","19862","E","Estimated value",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1992","1992","100 g/ha","16625","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1993","1993","100 g/ha","13585","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1994","1994","100 g/ha","15150","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1995","1995","100 g/ha","21421","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1996","1996","100 g/ha","20635","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1997","1997","100 g/ha","21994","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1998","1998","100 g/ha","26334","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","1999","1999","100 g/ha","26460","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2000","2000","100 g/ha","27174","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2001","2001","100 g/ha","31509","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2002","2002","100 g/ha","40410","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2003","2003","100 g/ha","37315","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2004","2004","100 g/ha","37457","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2005","2005","100 g/ha","42073","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2006","2006","100 g/ha","42108","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2007","2007","100 g/ha","44786","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2008","2008","100 g/ha","44771","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2009","2009","100 g/ha","49013","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2010","2010","100 g/ha","46000","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2011","2011","100 g/ha","45560","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2012","2012","100 g/ha","47095","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2013","2013","100 g/ha","47393","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2014","2014","100 g/ha","47821","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2015","2015","100 g/ha","48175","A","Official figure",""
"QCL","Crops and livestock products","860","Uzbekistan","5419","Yield","15","Wheat","2016","2016","100 g/ha","48023","A","Official figure",""
